customerID;gender;SeniorCitizen;tenure;MonthlyCharges;TotalCharges;Contract;churn;;Max;114
6599-CEBNN;Female;0;34;73.95;2524.45;Month-to-month;1;;;
2519-ERQOJ;Male;1;33;54.6;1803.7;Month-to-month;0;;;
5876-QMYLD;Female;0;23;20.05;415.1;One year;0;;;
2277-AXSDC;Female;0;32;19.75;624.15;One year;0;;;
9442-JTWDL;Female;0;11;20.05;237.7;One year;0;;;
0979-PHULV;Male;0;69;99.45;7007.6;Month-to-month;1;;;
3067-SVMTC;Female;0;68;55.9;3848.8;One year;0;;;
5495-GPSRW;Male;0;20;19.7;419.4;Two year;0;;;
7606-BPHHN;Male;0;72;19.8;1468.75;Two year;0;;;
4742-DRORA;Male;0;60;95.4;5812;One year;0;;;
0111-KLBQG;Male;1;32;93.95;2861.45;Month-to-month;0;;;
4800-VHZKI;Female;0;1;19.9;19.9;Month-to-month;1;;;
7989-CHGTL;Male;0;1;19.6;19.6;Month-to-month;1;;;
0334-GDDSO;Male;1;3;81.35;233.7;Month-to-month;1;;;
4163-NCJAK;Female;0;46;24.45;1066.15;One year;0;;;
5233-AOZUF;Female;0;29;74.95;2149.05;Month-to-month;0;;;
5973-EJGDP;Male;0;51;87.35;4473;Month-to-month;0;;;
1996-DBMUS;Female;1;48;70.65;3545.05;Month-to-month;0;;;
7916-VCCPB;Female;0;16;73.25;1195.75;Month-to-month;0;;;
4686-GEFRM;Male;0;70;98.7;6858.9;Two year;0;;;
5249-QYHEX;Female;0;40;24.8;1024.7;Two year;0;;;
0578-SKVMF;Female;0;22;83.3;1845.9;Month-to-month;1;;;
5564-NEMQO;Female;1;1;75.3;75.3;Month-to-month;1;;;
2233-FAGXV;Female;0;5;24.3;132.25;Month-to-month;0;;;
5605-IYGFG;Female;0;7;69.85;515.45;Month-to-month;0;;;
7663-ZTEGJ;Male;0;29;100.55;2830.45;One year;0;;;
3935-TBRZZ;Male;0;44;25.7;1110.5;One year;0;;;
8111-BKVDS;Female;0;10;40.7;449.3;Month-to-month;0;;;
2055-SIFSS;Female;1;55;51.65;2838.55;Month-to-month;0;;;
2806-MLNTI;Male;1;52;105.1;5376.4;One year;0;;;
8734-DKSTZ;Female;0;10;85.95;858.6;Month-to-month;0;;;
4360-PNRQB;Male;0;18;75.6;1395.05;Month-to-month;0;;;
6152-ONASV;Female;0;68;58.25;3975.7;One year;0;;;
9063-ZGTUY;Female;0;61;19.4;1182.55;Month-to-month;1;;;
7781-HVGMK;Female;0;72;65.2;4784.45;Two year;0;;;
2181-UAESM;Male;0;2;53.45;119.5;Month-to-month;0;;;
2957-LOLHO;Male;0;12;45.4;518.9;Month-to-month;1;;;
6048-NJXHX;Male;0;41;19.75;899.45;Two year;0;;;
2320-SLKMB;Female;0;26;44.45;1183.8;Month-to-month;0;;;
4980-URKXC;Male;0;36;20.85;720.05;One year;0;;;
4376-KFVRS;Male;0;72;114.05;8468.2;Two year;0;;;
5886-VLQVU;Male;0;35;89.85;3161.2;Month-to-month;0;;;
3577-AMVUX;Male;0;1;55.05;55.05;Month-to-month;0;;;
0771-WLCLA;Female;0;16;112.95;1882.55;Month-to-month;0;;;
5628-RKIFK;Female;1;49;101.55;5070.4;Month-to-month;0;;;
0206-TBWLC;Female;0;54;114.65;6049.5;One year;0;;;
2937-FTHUR;Female;0;18;64.8;1166.7;Month-to-month;0;;;
1910-FMXJM;Female;0;36;80.4;2937.65;Month-to-month;0;;;
7752-XUSCI;Female;0;60;105.9;6396.45;Month-to-month;1;;;
4110-PFEUZ;Female;0;1;69.55;69.55;Month-to-month;1;;;
0732-OCQOC;Female;0;52;25.05;1270.25;Two year;0;;;
5168-MSWXT;Male;0;8;94.75;759.55;Month-to-month;0;;;
1090-ESELR;Male;0;72;105.5;7611.55;Two year;0;;;
8592-PLTMQ;Female;0;64;24.7;1642.75;One year;0;;;
5760-WRAHC;Female;1;22;69.75;1545.4;Month-to-month;0;;;
8847-GEOOQ;Male;0;60;60.2;3582.4;Month-to-month;0;;;
0256-LTHVJ;Female;0;28;81.05;2227.1;Month-to-month;1;;;
4785-FCIFB;Female;0;61;24.4;1417.9;Two year;0;;;
8313-NDOIA;Female;0;24;104.15;2494.65;Month-to-month;0;;;
5149-CUZUJ;Male;0;28;92.9;2768.35;One year;0;;;
0942-KOWSM;Female;0;30;80.8;2369.3;Two year;0;;;
4237-CLSMM;Male;0;2;20;38;Month-to-month;0;;;
1452-VOQCH;Male;0;1;75.1;75.1;Month-to-month;0;;;
4719-UMSIY;Male;0;6;19.65;100.9;Month-to-month;0;;;
6614-VBEGU;Female;0;24;69.45;1614.05;Month-to-month;0;;;
0880-TKATG;Male;0;4;101.15;385.9;Month-to-month;1;;;
3811-VBYBZ;Male;0;7;99.8;673.25;Month-to-month;1;;;
1480-BKXGA;Male;1;72;116.05;8404.9;Two year;0;;;
2996-XAUVF;Male;0;70;40.05;2799.75;Two year;0;;;
9076-AXYIK;Male;1;64;102.1;6538.45;Two year;0;;;
5968-XQIVE;Male;0;72;89.7;6588.95;One year;0;;;
8896-RAZCR;Female;0;44;19.9;868.1;Two year;0;;;
4640-UHDOS;Female;0;13;55.95;734.35;Month-to-month;1;;;
4933-IKULF;Female;1;17;20.65;330.6;One year;0;;;
3583-EKAPL;Male;0;1;55;55;Month-to-month;1;;;
1304-BCCFO;Male;0;9;70.05;564.4;Month-to-month;0;;;
4104-PVRPS;Male;0;24;53.6;1315.35;Month-to-month;0;;;
9399-APLBT;Female;0;1;74.7;74.7;Month-to-month;1;;;
2359-KMGLI;Male;0;24;80.25;1861.5;Month-to-month;1;;;
3780-DDGSE;Male;1;35;76.05;2747.2;Month-to-month;0;;;
4431-EDMIQ;Female;0;7;75.7;554.05;Month-to-month;0;;;
0306-JAELE;Male;0;5;96.1;453.4;Month-to-month;1;;;
6227-HWPWX;Female;0;15;69;994.8;Month-to-month;1;;;
0486-LGCCH;Male;0;11;19.65;225.75;Two year;0;;;
0447-BEMNG;Female;0;48;45.3;2145;Month-to-month;1;;;
4612-SSVHJ;Female;1;20;81.45;1671.6;Month-to-month;0;;;
5168-MQQCA;Female;0;72;108.5;8003.8;One year;0;;;
5949-XIKAE;Female;0;8;83.55;680.05;Month-to-month;1;;;
7971-HLVXI;Male;0;72;84.5;6130.85;Two year;0;;;
9094-AZPHK;Female;0;15;100.15;1415;Month-to-month;0;;;
3649-JPUGY;Male;0;72;88.6;6201.95;Two year;0;;;
8372-JUXUI;Male;0;1;74.35;74.35;Month-to-month;1;;;
3552-CTCYF;Male;0;63;104.8;6597.25;Two year;0;;;
6778-YSNIH;Female;0;2;59;114.15;Month-to-month;0;;;
0388-EOPEX;Female;0;2;74.4;139.4;Month-to-month;1;;;
5756-OZRIO;Male;1;61;64.05;3902.6;One year;0;;;
6579-JPICP;Male;0;1;20.4;20.4;Month-to-month;0;;;
8205-OTCHB;Male;0;22;43.75;903.6;One year;1;;;
4134-BSXLX;Male;0;28;60.9;1785.65;Month-to-month;0;;;
0505-SPOOW;Female;0;70;19.8;1397.65;Two year;0;;;
6235-VDHOM;Female;1;5;28.45;131.05;Month-to-month;1;;;
7783-YKGDV;Female;0;12;99.7;1238.45;Month-to-month;1;;;
4374-YMUSQ;Male;0;34;116.25;3899.05;One year;0;;;
4513-CXYIX;Female;1;71;80.7;5676;Two year;0;;;
3957-HHLMR;Female;0;70;65.2;4543.15;One year;0;;;
7803-XOCCZ;Female;0;52;84.05;4326.8;Month-to-month;0;;;
5736-YEJAX;Male;0;69;79.45;5502.55;Two year;0;;;
5609-CEBID;Female;1;20;94.1;1782.4;Month-to-month;1;;;
8981-FJGLA;Male;0;11;78;851.8;Month-to-month;0;;;
7218-HKQFK;Male;0;2;94.2;167.5;Month-to-month;1;;;
4636-QRJKY;Female;0;6;80.5;502.85;Month-to-month;1;;;
1135-LMECX;Female;0;1;19.85;19.85;Month-to-month;0;;;
4332-MUOEZ;Male;1;20;94.3;1818.3;One year;0;;;
8535-SFUTN;Male;0;61;106.45;6300.15;Month-to-month;0;;;
5956-VKDTT;Female;1;5;74.35;334.8;Month-to-month;1;;;
8677-HDZEE;Female;0;56;105.45;5916.95;Month-to-month;0;;;
2475-MROZF;Male;0;30;95;2852.4;Month-to-month;0;;;
9412-GHEEC;Male;0;40;104.8;4131.95;Month-to-month;1;;;
3482-ABPKK;Female;0;28;54.3;1546.3;One year;0;;;
6705-LXORM;Female;1;5;70.05;302.6;Month-to-month;0;;;
0257-ZESQC;Female;1;27;75.2;1929.35;Month-to-month;1;;;
7531-GQHME;Male;0;12;20.05;265.45;Month-to-month;0;;;
5174-ITUMV;Male;0;67;105.4;6989.45;One year;0;;;
4109-CYRBD;Male;1;29;51.6;1442;Month-to-month;0;;;
0913-XWSCN;Male;0;55;85.5;4713.4;Month-to-month;0;;;
6825-UYPFK;Female;0;23;75.6;1758.6;Month-to-month;1;;;
8397-MVTAZ;Male;0;34;100.05;3480;Month-to-month;1;;;
0750-EBAIU;Male;0;52;91.25;4738.3;One year;0;;;
8606-CIQUL;Male;1;72;115.75;8399.15;Two year;0;;;
3571-DPYUH;Male;0;58;94.7;5430.35;One year;0;;;
7601-GNDYK;Male;0;35;19.6;686.95;Two year;0;;;
0356-OBMAC;Female;1;56;99.9;5706.3;Two year;0;;;
8067-NIOYM;Female;0;24;21.1;490.65;Two year;0;;;
1403-GYAFU;Male;0;70;20.05;1360.25;Two year;0;;;
4234-XTNEA;Male;0;2;79.95;174.45;Month-to-month;0;;;
1297-VQDRP;Male;1;68;107.15;7379.8;One year;0;;;
9282-IZGQK;Female;0;1;85;85;Month-to-month;1;;;
5348-CAGXB;Male;0;12;89.55;1021.75;Month-to-month;0;;;
0621-HJWXJ;Female;0;63;81.55;5029.05;Month-to-month;0;;;
5844-QVTAT;Female;0;33;58.45;1955.4;One year;0;;;
8905-IAZPF;Female;0;69;95.65;6744.2;One year;0;;;
5394-MEITZ;Female;0;60;80.6;4946.7;Two year;0;;;
6859-QNXIQ;Female;0;72;113.1;8248.5;Two year;0;;;
2782-LFZVW;Female;0;11;58.95;601.6;Month-to-month;0;;;
2866-IKBTM;Female;0;1;19.55;19.55;Month-to-month;0;;;
1342-JPNKI;Male;0;10;86.05;834.1;Month-to-month;1;;;
2817-NTQDO;Male;0;13;45.55;597;Month-to-month;1;;;
7129-AZJDE;Male;0;34;78.95;2647.2;One year;0;;;
6986-IJDHX;Male;0;39;86.3;3266;Month-to-month;1;;;
2560-PPCHE;Female;0;65;105.05;6744.25;One year;0;;;
4676-MQUEA;Male;1;50;101.9;5265.5;One year;0;;;
8138-EALND;Male;0;15;19.75;311.6;Month-to-month;0;;;
3580-HYCSP;Male;0;72;110.3;7966.9;Two year;0;;;
1352-HNSAW;Female;0;72;115.6;8220.4;Two year;0;;;
2075-PUEPR;Male;0;55;19.35;1153.25;Two year;0;;;
1982-FEBTD;Female;0;23;25.6;514.75;Two year;0;;;
5301-GAUUY;Male;0;32;80.35;2596.15;Month-to-month;1;;;
5791-KAJFD;Female;0;56;68.75;3808;One year;0;;;
2654-VBVPB;Female;0;1;19.9;19.9;Month-to-month;0;;;
1154-HYWWO;Male;0;38;70.6;2708.2;One year;0;;;
2501-XWWTZ;Male;0;11;70.2;760.05;Month-to-month;0;;;
3716-UVSPD;Male;0;1;49.3;49.3;Month-to-month;0;;;
6815-ABQFQ;Male;0;56;107.25;6033.3;One year;0;;;
7343-EOBEU;Male;0;3;23.6;89.05;Month-to-month;0;;;
3701-SFMUH;Male;0;7;69.7;516.15;Month-to-month;0;;;
6103-LIANB;Male;0;59;99.5;5861.75;Two year;0;;;
7319-VENRZ;Male;0;7;64.3;445.95;Month-to-month;0;;;
5846-NEQVZ;Male;0;71;70.85;4973.4;Two year;0;;;
6967-QIQRV;Male;0;15;101.9;1667.25;One year;0;;;
5781-RFZRP;Male;0;71;73.5;5357.75;Two year;0;;;
0939-YAPAF;Female;0;35;100.25;3527.6;Month-to-month;1;;;
0308-IVGOK;Female;0;11;40.4;422.6;One year;0;;;
7293-LSCDV;Female;0;60;19.25;1103.25;Two year;0;;;
7025-WCBNE;Male;1;47;59.6;2754;Two year;0;;;
5756-JYOJT;Female;0;11;64.9;697.25;One year;0;;;
4710-FDUIZ;Male;0;56;100.3;5614.45;One year;1;;;
6030-REHUX;Female;1;28;110.85;3204.4;Month-to-month;0;;;
9548-LIGTA;Male;0;61;81.05;4747.65;Two year;0;;;
5150-LJNSR;Male;0;31;98.05;3082.1;One year;0;;;
8270-RKSAP;Male;0;9;70.5;597.9;Month-to-month;0;;;
6522-YRBXD;Male;1;35;94.55;3365.4;Month-to-month;0;;;
2640-LYMOV;Male;0;2;19.65;38.8;Month-to-month;0;;;
1218-VKFPE;Female;0;12;19;233.55;Month-to-month;1;;;
3627-FHKBK;Female;0;1;75.3;75.3;Month-to-month;1;;;
2865-TCHJW;Female;1;4;89.2;346.2;Month-to-month;1;;;
1423-BMPBQ;Female;0;1;19;19;Month-to-month;0;;;
2393-DIVAI;Female;0;3;20;61.7;Month-to-month;0;;;
5192-EBGOV;Female;1;1;85.7;85.7;Month-to-month;1;;;
4568-KNYWR;Male;0;52;63.25;3342.45;Two year;0;;;
8752-IMQOS;Male;0;5;20.1;85.1;One year;0;;;
0742-LAFQK;Male;0;72;99.15;7422.1;Two year;0;;;
0795-LAFGP;Male;0;71;90.4;6668.05;Two year;0;;;
0619-OLYUR;Male;0;72;111.9;8071.05;Two year;0;;;
5512-IDZEI;Male;0;46;24.9;1174.8;One year;0;;;
0459-SPZHJ;Male;0;63;83.5;5435;Two year;0;;;
0215-BQKGS;Male;0;30;84.3;2438.6;Month-to-month;0;;;
9244-ZVAPM;Male;0;1;45.6;45.6;Month-to-month;0;;;
0719-SYFRB;Female;0;12;61.65;713.75;Month-to-month;1;;;
8208-EUMTE;Male;0;16;54.85;916.15;Two year;0;;;
5172-MIGPM;Male;0;4;65.55;237.2;Month-to-month;0;;;
1710-RCXUS;Male;0;51;90.35;4614.55;One year;0;;;
0374-FIUCA;Male;0;65;20.4;1414.45;Two year;0;;;
5839-SUYVZ;Male;0;16;74.55;1170.5;Month-to-month;0;;;
5173-ZXXXL;Male;0;2;19.95;47.7;One year;0;;;
1096-ADRUX;Female;0;66;74.25;4859.25;One year;0;;;
2001-MCUUW;Male;0;46;108.65;4903.2;Two year;0;;;
2731-GJRDG;Female;0;32;109.55;3608;One year;0;;;
4723-BEGSG;Male;0;72;86.65;6094.25;Two year;0;;;
6516-NKQBO;Male;0;38;81;3084.9;Two year;0;;;
8672-OAUPW;Male;0;51;47.85;2356.75;One year;0;;;
8207-DMRVL;Male;0;72;114.55;8306.05;Two year;0;;;
3419-SNJJD;Female;1;65;105.25;6786.4;Month-to-month;1;;;
6543-CPZMK;Male;0;9;29.95;248.95;Month-to-month;1;;;
4765-OXPPD;Female;0;9;65;663.05;Month-to-month;1;;;
2804-ETQDK;Male;0;66;20.55;1357.1;Two year;0;;;
6689-VRRTK;Female;1;44;109.8;4860.35;One year;0;;;
7138-GIRSH;Male;0;50;69.5;3418.2;Two year;0;;;
9396-ZSFLL;Female;0;15;48.85;631.4;Month-to-month;0;;;
6464-KEXXH;Male;0;8;25.25;186.3;Month-to-month;0;;;
7134-MJPDY;Female;1;66;102.85;6976.75;One year;0;;;
5240-CAOYT;Female;0;57;87.55;4884.85;Month-to-month;0;;;
4059-IIEBK;Female;0;7;78.55;522.95;Month-to-month;0;;;
4881-JVQOD;Male;1;10;34.55;362.6;Month-to-month;0;;;
0516-UXRMT;Female;0;62;92.05;5755.8;One year;0;;;
4851-BQDNX;Male;0;40;85.05;3355.65;One year;0;;;
5148-HKFIR;Female;0;20;19.7;406.95;Two year;0;;;
1009-IRMNA;Female;0;7;20;137.6;Month-to-month;1;;;
3003-CMDUU;Female;0;25;95.15;2395.7;Month-to-month;0;;;
5016-IBERQ;Male;0;23;84.25;1968.1;Month-to-month;0;;;
6797-UCJHZ;Female;1;66;104.6;6819.45;One year;0;;;
2469-DTSGX;Female;1;72;111.65;7943.45;Two year;0;;;
4554-YGZIH;Male;1;49;90.05;4547.25;Month-to-month;1;;;
5099-BAILX;Male;1;43;110.75;4687.9;Month-to-month;1;;;
9931-KGHOA;Female;0;46;55;2473.95;Month-to-month;0;;;
1775-KWJKQ;Male;0;72;89.85;6562.9;Two year;0;;;
7665-VIGUD;Male;0;10;20.35;176.3;One year;0;;;
9411-TPQQV;Female;0;40;54.55;2236.2;One year;0;;;
7207-RMRDB;Female;0;65;105.5;6985.65;Month-to-month;1;;;
7954-MLBUN;Male;0;31;99.45;3109.9;Two year;0;;;
2077-DDHJK;Female;0;68;70.9;4911.35;Two year;0;;;
4913-EHYUI;Male;1;56;104.55;5794.65;One year;1;;;
0195-IESCP;Male;0;10;85.25;855.3;Month-to-month;1;;;
9574-BOSMD;Male;0;68;25.4;1620.2;Two year;0;;;
4580-TMHJU;Female;0;43;56.15;2499.3;Month-to-month;1;;;
0970-ETWGE;Male;0;1;89.55;89.55;Month-to-month;1;;;
4908-XAXAY;Female;1;49;89.85;4287.2;One year;0;;;
8404-VLQFB;Female;0;15;25.25;394.85;Month-to-month;0;;;
1626-ERCMM;Male;1;20;94.55;1899.65;Month-to-month;1;;;
0887-HJGAR;Male;0;1;45.7;45.7;Month-to-month;1;;;
2391-IPLOP;Male;0;50;69.65;3442.15;One year;0;;;
5644-PDMZC;Female;1;2;89.5;161.5;Month-to-month;1;;;
3509-GWQGF;Male;1;24;70;1732.6;Month-to-month;0;;;
9576-ANLXO;Female;0;3;69.55;222.3;Month-to-month;1;;;
2024-BASKD;Female;0;1;74.6;74.6;Month-to-month;1;;;
5845-BZZIB;Male;0;35;20.1;655.3;Two year;0;;;
1140-UKVZG;Female;0;17;24.8;475.25;Month-to-month;0;;;
4160-AMJTL;Female;1;8;19.65;164.3;Month-to-month;1;;;
5183-SNMJQ;Male;0;10;95.1;865.1;Month-to-month;0;;;
8100-PNJMH;Male;0;68;88.85;6132.7;Two year;0;;;
7838-LAZFO;Male;0;45;78.8;3597.5;One year;0;;;
4464-JCOLN;Male;0;2;19.85;35.9;One year;1;;;
2085-JVGAD;Male;0;37;20.35;697.65;Month-to-month;0;;;
5650-VDUDS;Female;0;4;24.25;96.05;Month-to-month;1;;;
8095-WANWK;Female;0;10;45.25;428.7;Month-to-month;0;;;
3030-ZKIWL;Male;0;1;20.05;20.05;Month-to-month;0;;;
9565-FLVCG;Male;0;65;69.55;4459.15;Two year;0;;;
8755-OGKNA;Female;0;57;19.5;1167.6;Two year;0;;;
2800-VEQXM;Female;0;3;74.75;238.1;Month-to-month;0;;;
7538-GWHML;Female;0;2;69.65;145.15;Month-to-month;1;;;
5533-RJFTJ;Male;0;49;30.2;1453.1;Month-to-month;0;;;
3859-CVCET;Female;0;4;45.65;191.05;Month-to-month;1;;;
0214-JHPFW;Female;0;70;57.8;4039.3;Two year;0;;;
5642-MHDQT;Female;0;53;19.85;1039.45;One year;0;;;
3088-FVYWK;Male;0;53;25.55;1336.1;Two year;0;;;
3276-HDUEG;Female;0;1;75.05;75.05;Month-to-month;1;;;
9092-GDZKO;Male;0;22;24.85;493.4;Month-to-month;0;;;
0823-HSCDJ;Male;1;52;49.15;2550.9;Month-to-month;1;;;
3729-OWRVL;Male;1;65;110.35;7246.15;Two year;0;;;
2324-AALNO;Female;0;48;24.55;1203.95;One year;0;;;
0822-GAVAP;Female;0;2;34.7;62.25;Month-to-month;1;;;
5760-IFJOZ;Male;0;3;107.95;313.6;Month-to-month;0;;;
2826-UWHIS;Male;0;45;81.4;3775.85;Month-to-month;0;;;
1448-PWKYE;Male;0;1;80;80;Month-to-month;1;;;
7501-IWUNG;Female;0;61;73.8;4616.05;Two year;0;;;
4957-TREIR;Male;0;3;64.4;195.65;Month-to-month;0;;;
7251-LJBQN;Female;1;40;103.75;4188.4;One year;0;;;
8040-MNRTF;Female;0;1;71.1;71.1;Month-to-month;0;;;
1536-HBSWP;Female;0;1;49.9;49.9;Month-to-month;0;;;
5313-FPXWG;Male;0;51;24.6;1266.4;One year;0;;;
0067-DKWBL;Male;1;2;49.25;91.1;Month-to-month;1;;;
0946-FKYTX;Male;0;52;30.1;1623.4;One year;0;;;
5076-YVXCM;Male;0;51;83.4;4149.45;Month-to-month;0;;;
8262-COGGB;Male;0;1;20.45;20.45;Month-to-month;0;;;
6663-JOCQO;Male;0;31;75.25;2344.5;One year;0;;;
9620-QJREV;Male;0;47;20.55;1013.05;One year;0;;;
2276-YDAVZ;Female;0;3;75.1;270.7;Month-to-month;1;;;
2682-KEVRP;Female;1;22;20.05;417;One year;0;;;
2480-JZOSN;Female;0;1;20.65;20.65;Month-to-month;0;;;
0078-XZMHT;Male;0;72;85.15;6316.2;Two year;0;;;
5896-NPFWW;Male;0;3;50.15;168.15;Month-to-month;1;;;
9978-HYCIN;Male;1;47;84.95;4018.05;One year;0;;;
8338-QIUNR;Male;0;72;66.5;4811.6;Two year;0;;;
1525-LNLOJ;Male;0;66;63.3;4189.7;Two year;0;;;
9450-TRJUU;Male;0;35;83.15;2848.45;Month-to-month;0;;;
1766-GKNMI;Male;0;29;84.9;2516.2;Month-to-month;0;;;
6942-LBFDP;Female;0;2;20.55;33.6;Month-to-month;0;;;
1456-TWCGB;Male;0;4;49.25;208.45;Month-to-month;0;;;
7133-VBDCG;Female;0;25;79.85;2015.35;Month-to-month;1;;;
7596-ZYWBB;Female;0;65;59.6;3739.8;Two year;0;;;
8329-UTMVM;Male;1;27;104.65;2964;One year;0;;;
3014-WJKSM;Male;0;29;75.3;2263.4;Month-to-month;0;;;
3347-YJZZE;Male;0;29;80.1;2211.8;Month-to-month;0;;;
1029-QFBEN;Male;0;1;19.55;19.55;Month-to-month;1;;;
7929-DMBCV;Female;0;20;81;1683.7;Month-to-month;0;;;
9661-JALZV;Female;0;58;24.7;1519;Two year;0;;;
5433-KYGHE;Female;0;14;86;1164.05;Month-to-month;0;;;
4312-KFRXN;Male;0;72;25.4;1710.9;Two year;0;;;
5575-TPIZQ;Male;0;46;89.15;4245.55;Month-to-month;0;;;
0114-IGABW;Female;0;71;58.25;4145.9;Two year;0;;;
9944-AEXBM;Male;0;32;85.65;2664.3;Month-to-month;0;;;
1853-ARAAQ;Female;0;26;50.35;1277.5;Month-to-month;0;;;
6952-OMNWB;Male;1;68;80.35;5589.3;Month-to-month;0;;;
4697-LUPSU;Male;0;2;20.2;34.75;One year;0;;;
8434-VGEQQ;Male;0;61;20.55;1305.95;Two year;0;;;
4952-YSOGZ;Female;0;4;85.95;381.3;Month-to-month;1;;;
1589-AGTLK;Male;0;3;45.35;141.5;Month-to-month;1;;;
5244-IRFIH;Male;1;33;94.5;3105.55;Month-to-month;1;;;
6549-YMFAW;Male;1;9;21.25;204.55;Month-to-month;0;;;
4950-HKQTE;Female;0;22;26.25;605.9;Two year;0;;;
6786-OBWQR;Female;0;5;80.85;356.1;Month-to-month;0;;;
2684-EIWEO;Female;1;30;91.7;2758.15;Month-to-month;1;;;
2753-JMMCV;Male;0;65;74.2;4805.65;Two year;0;;;
6439-GTPCA;Female;0;45;87.25;3941.7;Month-to-month;1;;;
6621-YOBKI;Male;0;5;20.35;92.75;Month-to-month;0;;;
1216-JWVUX;Male;0;25;75.5;1901.05;Month-to-month;0;;;
7564-GHCVB;Female;0;72;79.05;5730.7;Two year;0;;;
1173-NOEYG;Female;0;27;90.15;2423.4;Month-to-month;0;;;
7595-EHCDL;Male;0;32;50.6;1653.45;Month-to-month;0;;;
6647-ZEDXT;Female;0;30;110.45;3327.05;One year;0;;;
2521-NPUZR;Male;0;70;101;7085.5;Two year;0;;;
1307-TVUFB;Male;1;42;79.35;3344.1;Month-to-month;0;;;
7503-MIOGA;Female;1;72;89.85;6697.35;Two year;0;;;
4381-MHQDC;Female;0;47;65;2879.9;Two year;0;;;
6923-JHPMP;Female;0;2;80.45;137.1;Month-to-month;0;;;
5138-WVKYJ;Male;0;10;98.55;1008.55;Month-to-month;1;;;
4018-PPNDW;Female;0;61;24.1;1551.6;Two year;0;;;
1635-FJFCC;Female;0;5;44.05;202.15;Month-to-month;0;;;
2499-AJYUA;Female;1;72;110.8;7882.25;Two year;0;;;
6919-ELBGL;Male;1;72;114.95;8196.4;Two year;0;;;
3966-HRMZA;Female;1;3;75.05;202.9;Month-to-month;0;;;
6425-JWTDV;Male;0;48;19.25;855.1;Two year;0;;;
8405-IGQFX;Female;0;63;90.05;5817;One year;0;;;
8224-IVVPA;Female;0;27;56.7;1652.95;Month-to-month;0;;;
9477-LGWQI;Male;0;70;80.15;5600.15;Two year;0;;;
1410-RSCMR;Male;0;7;71.35;515.75;Month-to-month;0;;;
0139-IVFJG;Female;0;2;90.35;190.5;Month-to-month;0;;;
6683-VLCTZ;Male;1;20;98.55;1842.8;Month-to-month;1;;;
5730-DBDSI;Male;0;66;19.7;1253.8;Two year;0;;;
0030-FNXPP;Female;0;3;19.85;57.2;Month-to-month;0;;;
2189-WWOEW;Female;0;15;85.9;1269.55;Month-to-month;1;;;
5684-FJVYR;Female;0;72;90.35;6563.4;Two year;0;;;
4013-GUXND;Male;0;1;20.8;20.8;Month-to-month;0;;;
1894-IGFSG;Female;0;22;89.25;1907.85;Month-to-month;1;;;
7379-POKDZ;Male;0;3;70.3;208.85;Month-to-month;1;;;
1266-NZYUI;Female;0;72;66.85;4758.8;Two year;0;;;
7969-FFOWG;Male;0;65;19.9;1292.6;Two year;0;;;
4718-DHSMV;Female;0;11;35.8;363.15;Month-to-month;0;;;
5175-WLYXL;Male;0;22;78.85;1600.25;Month-to-month;0;;;
7817-OMJNA;Male;0;14;20.4;275.7;One year;0;;;
8728-SKJLR;Male;0;41;74.25;3089.1;Month-to-month;0;;;
3137-NYQQI;Male;0;17;64.8;1175.6;One year;0;;;
7706-DZNKK;Male;0;11;20.45;237.3;Month-to-month;0;;;
0236-HFWSV;Male;0;15;93.35;1444.65;Month-to-month;1;;;
3900-AQPHZ;Female;0;1;19.9;19.9;Month-to-month;1;;;
5842-POCOP;Female;0;5;88.9;454.15;Month-to-month;1;;;
2037-XJFUP;Male;0;33;95.8;3036.75;One year;1;;;
8823-RLPWL;Female;0;72;110.65;8065.65;Two year;0;;;
9505-SQFSW;Female;0;3;40.3;92.5;Month-to-month;0;;;
7314-OXENN;Male;0;2;82;184.65;Month-to-month;1;;;
3758-CKOQL;Female;0;59;107;6152.3;One year;0;;;
0322-CHQRU;Male;0;2;45.35;89.5;Month-to-month;1;;;
5676-CFLYY;Male;0;71;73.35;5154.5;Two year;0;;;
7521-AFHAB;Female;0;5;44.8;220.45;Month-to-month;0;;;
0285-INHLN;Male;0;27;54.75;1510.3;Month-to-month;0;;;
4678-DVQEO;Female;0;1;52.2;52.2;Month-to-month;1;;;
5125-CNDSP;Male;0;63;40.6;2588.95;One year;0;;;
0691-IFBQW;Female;1;46;110;4874.8;One year;1;;;
4992-LTJNE;Male;0;72;55.3;3983.6;Two year;0;;;
2202-OUTMO;Female;0;34;60.85;2003.6;Month-to-month;0;;;
0810-BDHAW;Female;0;24;78.4;1832.4;One year;0;;;
0229-LFJAF;Male;0;72;69.65;4908.25;Two year;0;;;
7131-ZQZNK;Female;0;60;59.85;3590.2;Two year;0;;;
3442-ZHHCC;Male;0;68;76.9;5023;One year;0;;;
5726-CVNYA;Female;0;8;19.85;146.6;Two year;0;;;
9871-ELEYA;Female;0;34;67.65;2339.3;Two year;0;;;
4257-GAESD;Female;0;6;45;298.7;Month-to-month;0;;;
5173-WXOQV;Male;0;2;64.2;143.65;Month-to-month;0;;;
2040-OBMLJ;Male;0;31;81.7;2548.65;One year;0;;;
6286-ZHAOK;Female;0;20;25.55;507.4;Month-to-month;0;;;
3807-XHCJH;Female;0;1;20;20;Month-to-month;0;;;
